session_id,target
1,0.0022095513860027334
2,4.807490116021326e-09
3,1.8728737681891672e-08
4,2.3529047964124913e-08
5,3.131783528908065e-05
6,0.00021841073623532755
7,0.000547801969879601
8,0.00013223387744146347
9,0.0007950970685696119
10,0.10313790586134305
11,3.037161143468839e-05
12,8.644901505277657e-05
13,0.00043757066991873347
14,0.357741537092521
15,5.0188905519384296e-05
16,0.0040093818997232996
17,0.015200249609270595
18,3.192462567827661e-05
19,0.0009338458969443734
20,2.729530500357666e-07
21,0.06231120056361262
22,5.5536257662245114e-08
23,2.8665397904122473e-05
24,0.00033849575801500316
25,0.07176744809096426
26,4.595042167058631e-09
27,0.00062769859426726
28,3.690432043807852e-07
29,0.014573225864447722
30,0.00011073600182416341
31,0.013676039212452222
32,0.043834293820407974
33,0.00062052286451554
34,9.3414127605795e-08
35,0.01339871498956853
36,0.0003266803903135192
37,6.199800893997024e-09
38,1.3745139977677004e-08
39,0.00011073600182416341
40,3.0008751363761825e-05
41,0.0004425488185913787
42,0.0012582197352828662
43,1.8711900827864138e-06
44,1.4062829221615033e-05
45,0.24372736221136856
46,8.731011339099085e-06
47,0.009256330088684867
48,0.0005913240160921089
49,2.5105031322078477e-05
50,9.500687084057334e-06
51,1.2404733207690343e-07
52,6.0100184562434365e-06
53,0.035749732705591335
54,0.00010326777259564108
55,6.146554398434471e-06
56,0.0018045827061030386
57,1.1777124773823007e-06
58,1.5448027108909066e-05
59,1.58873245797543e-05
60,6.638795807452886e-06
61,9.04984786585945e-06
62,0.001367670852207917
63,1.5017354212677046e-05
64,3.214904681816747e-05
65,7.065463758039718e-06
66,1.195693792097183e-07
67,0.00019601913480233354
68,0.00015696125521715468
69,0.09147800733856921
70,0.00014671028073578825
71,0.0002719539113837314
72,1.58873245797543e-05
73,0.030187889534514192
74,4.807490116021326e-09
75,2.8881474631323905e-05
76,0.0003599266260023357
77,0.00017099659258854234
78,0.0015255575193362922
79,7.263347986833756e-06
80,0.0001225305396739107
81,2.3595493321765972e-05
82,3.911156116532257e-05
83,3.7285924450316486e-08
84,0.24983983959490236
85,1.363267103439224e-05
86,6.214435600661347e-07
87,0.0011985410452221982
88,0.0005867359597603995
89,0.00031454913371797117
90,0.018059194725925203
91,0.00013069018445306085
92,9.622504234404524e-06
93,0.0327865664005863
94,0.0008488083095620428
95,0.03878372379501526
96,3.385962629582547e-08
97,9.70750816491434e-05
98,6.850720471252331e-05
99,2.1816866503532533e-05
100,0.00010116627066512595
101,0.0005101869555752808
102,0.07066676651647218
103,0.002269297535509887
104,0.002387325405040103
105,3.734186491607581e-06
106,0.0002782075065347881
107,0.0003326400365867887
108,1.931834966362591e-05
109,1.8131568800698876e-05
110,9.305924664493567e-05
111,0.00014644106541916775
112,2.575469439754902e-07
113,0.015396068738606975
114,6.678358439132013e-06
115,0.00013002716688636262
116,0.0008127966428995108
117,0.0014487187671365237
118,0.004407251293904799
119,0.00980483376590883
120,0.00014702971397163208
121,3.891504350379217e-05
122,0.00011073600182416341
123,0.00028346408809789593
124,2.3089392499642283e-05
125,0.001631375661047332
126,4.571236326174361e-07
127,5.225028061683912e-09
128,0.0003546240392336213
129,0.0030230311641667694
130,0.0012010154149734828
131,0.013172216642244815
132,0.000547801969879601
133,0.0008460973740481751
134,1.5112698106649382e-06
135,6.0379301520451125e-06
136,3.214904681816747e-05
137,0.0003221317777893161
138,0.0016286667494564142
139,8.235379573926458e-07
140,0.0005439070096898499
141,3.2382798010468802e-09
142,0.00030223062621269776
143,0.0002981403940323873
144,0.0007736441412467305
145,4.807490116021326e-09
146,0.011466412188030307
147,0.000366538775675915
148,0.0005002361957474705
149,0.00038870161179530043
150,0.06116539287671852
151,6.868365015491706e-06
152,0.029660424460986774
153,0.0016347891423503169
154,0.002593350024743053
155,1.560979725359233e-05
156,7.601615166951812e-05
157,7.62639515282799e-05
158,3.214904681816747e-05
159,1.4056222162901768e-06
160,0.00011073600182416341
161,0.0011893971124098846
162,5.238181554314456e-05
163,0.00012427459214275056
164,0.0010175100460422645
165,6.559306448369237e-08
166,2.238735207856683e-05
167,0.003677491018813064
168,0.00038870161179530043
169,0.0003923925331035149
170,0.00020972260164025378
171,0.0007315256108739301
172,0.00014094887148510972
173,5.460507045568649e-05
174,0.0002026375215456193
175,0.13207185958509393
176,0.0005837576372697848
177,0.005364448377535257
178,2.2694568003483296e-07
179,2.066197317189184e-05
180,0.00010130995344174888
181,0.0007108660348025478
182,0.052273602089243164
183,0.00012973758531147444
184,7.355628804644474e-06
185,0.000248870843314447
186,3.420412968345856e-05
187,1.9501103897769122e-06
188,8.762366547069215e-07
189,0.0010201837683743544
190,1.2426350898150298e-05
191,0.00032053232379854256
192,0.0003561706860558841
193,0.0006428408686243021
194,0.029446096847829225
195,0.0003303921601712315
196,3.521823671117438e-09
197,0.00023049887927097985
198,0.0013923897723239972
199,0.004435430058524343
200,8.140769331731425e-06
201,8.731011339099085e-06
202,0.022755263697443066
203,4.571236326174361e-07
204,0.002070273941741415
205,0.0019658959860766817
206,7.230258994124262e-10
207,3.113374184478656e-05
208,0.05696803313297354
209,1.0607833340597398e-05
210,0.0017709212902889836
211,0.0003474806240768233
212,0.008576212323723784
213,3.8669660892012454e-05
214,0.018069565341921254
215,0.05540606444953004
216,0.0014597512409074674
217,0.022124168673399766
218,0.0003923925331035149
219,0.004708631840356725
220,0.0003847518991793482
221,0.0005671575348744401
222,0.00032529398434472573
223,0.016079974659090238
224,0.0003923925331035149
225,0.031206068100150197
226,0.0029193322576956766
227,0.0004357043513665072
228,2.3915241976080494e-05
229,9.779341526355301e-05
230,0.00031212933208197685
231,1.9935342091626324e-06
232,9.042851816137317e-05
233,3.1981240685257034e-05
234,0.00468410752461149
235,2.0663306997766816e-05
236,0.004189872637378813
237,0.0004033897501539154
238,0.00039851700675910253
239,0.00011073600182416341
240,0.0028231995987567796
241,7.355628804644474e-06
242,6.080780522276958e-08
243,1.95877246081674e-08
244,6.421070151333899e-05
245,4.666340031846653e-05
246,1.5156292824079284e-06
247,0.04446919605905465
248,9.65363608933204e-05
249,1.9758645361092707e-06
250,8.138434823949451e-05
251,0.07863160633181382
252,0.00015841974798251124
253,2.9794903065709858e-05
254,0.031206068100150197
255,6.839349897312673e-05
256,1.0062172174483433e-09
257,0.0024104747986389233
258,0.003928225798054163
259,0.0012166977194285318
260,0.02642825554865378
261,3.770242356326776e-05
262,0.05696803313297354
263,6.408742399483842e-05
264,0.00038870161179530043
265,0.0006619133027252214
266,1.6927211594781354e-06
267,5.705296782003203e-13
268,1.1118106952794302e-05
269,0.0002240481721835261
270,9.937856975963235e-05
271,1.4149929912841038e-05
272,0.0004229254697260864
273,2.6602346386337562e-05
274,0.000783051318724236
275,0.0015709464868332156
276,4.089378217830682e-08
277,0.00036695263639966374
278,0.009332286686666061
279,9.941805962859121e-06
280,0.0007162670381938151
281,7.867549778302244e-06
282,0.0003894744126551779
283,0.0005766336287908151
284,4.866404546266037e-06
285,3.827149048016457e-05
286,7.706961962604436e-10
287,0.0003235830893529229
288,1.6366679991371734e-06
289,0.0001925021888417038
290,7.065463758039718e-06
291,0.06416474533582538
292,0.000345002537151909
293,0.0013098224390914453
294,3.0226986628959255e-05
295,8.279962073213413e-05
296,8.912851484611566e-05
297,5.5106468743139346e-05
298,4.549315985619333e-08
299,2.1364961814381778e-07
300,8.88559639841408e-05
301,7.065463758039718e-06
302,1.0078099840360269e-05
303,8.320177157376009e-08
304,0.012782062317311492
305,0.06445572786408625
306,5.297194189901789e-05
307,0.0009281186780239219
308,0.0012368709565782254
309,0.0006017501104782019
310,5.2586380783747565e-05
311,0.0018015175385312206
312,0.007313936220864101
313,0.005703787724021537
314,5.991997001277039e-05
315,1.0675001744284091e-05
316,1.7266746602049071e-06
317,0.001303492498038873
318,6.058056408873722e-05
319,3.055127893376597e-05
320,1.338869583087745e-06
321,0.0012902081479192785
322,9.272552380658423e-05
323,9.028517055113006e-05
324,0.009256467254536998
325,0.006291358940960364
326,0.0020028455931690877
327,4.492860691515731e-05
328,0.002417057826502734
329,0.00011073600182416341
330,1.1198402882735726e-05
331,0.01274249811446912
332,0.012876752328146522
333,0.18688987049725023
334,1.896100374975485e-05
335,0.00017306306023752625
336,0.0010184906360926913
337,0.02242704456226794
338,0.012513949282681687
339,2.823287985886143e-05
340,0.0014439609613957237
341,6.303318632891265e-06
342,0.0016363017455488533
343,0.0005332004813851293
344,0.0037230160300346002
345,0.0009399292031674722
346,0.00255720172085358
347,0.4107576075591497
348,2.200072383400434e-05
349,6.701725300408695e-07
350,0.0034221341631232643
351,0.00033956343181287157
352,0.014519391868684506
353,0.014391531442223314
354,0.00020019250016137867
355,0.0026235840425636024
356,0.0022600533051727223
357,4.118928126979148e-05
358,4.807490116021326e-09
359,0.04446919605905465
360,5.04180234826897e-06
361,0.07007764297756004
362,0.03878372379501526
363,0.0009588627004440284
364,0.02620411189294413
365,3.1184686490412045e-09
366,3.1098102444498614e-09
367,2.7368878686648304e-08
368,0.0018629378488985826
369,0.0021437491441026785
370,0.00014854532234651502
371,0.000547801969879601
372,1.0564410708160604e-05
373,7.757669313445868e-08
374,4.234318420578712e-09
375,0.0005304893723891523
376,0.0011249662637474525
377,6.512428042143577e-05
378,1.784053192528939e-08
379,1.9460289985530306e-05
380,0.0003546240392336213
381,0.00017306306023752625
382,0.0011913464639814154
383,2.9731013742214484e-06
384,0.000553171437142003
385,0.0005713947944171576
386,7.496856960924466e-05
387,0.0002911319292393781
388,0.0007616733376795091
389,4.10362231059952e-05
390,0.00038417703250784237
391,5.683522951495131e-07
392,0.00013152991470851937
393,0.000547801969879601
394,3.142161118587345e-06
395,0.00014438973387721527
396,8.500479578974187e-05
397,1.907546253312183e-06
398,9.029794121063404e-05
399,1.0231522376968339e-08
400,1.1139366672319114e-05
401,3.0288885977434325e-08
402,2.39684174153252e-05
403,1.3382867334547352e-05
404,0.08808298918040149
405,5.51871099441707e-05
406,0.008489501110548974
407,0.000842195266162407
408,3.142161118587345e-06
409,0.0009622591240232709
410,2.3270522575887594e-05
411,1.877610703281571e-05
412,0.0005362284457810308
413,0.000402690668516897
414,2.0217914881263837e-08
415,1.9522999914340244e-09
416,0.0012649300436798519
417,0.0011082397679535918
418,4.1461531486185064e-08
419,1.5773484122168e-07
420,0.00019301364265073083
421,0.0007914286703252286
422,0.000547801969879601
423,3.385962629582559e-08
424,0.00016030542365265527
425,1.1955060776864198e-08
426,0.9097399374165978
427,3.219557958617128e-06
428,1.9035250030257448e-09
429,0.07644741737418417
430,0.00011073600182416341
431,7.355628804644474e-06
432,0.003319933652030975
433,1.9437153172305917e-06
434,0.00027773856271396324
435,0.00018753941917688062
436,0.0001609457441049964
437,0.0017136872157675937
438,0.0014495224472139594
439,0.0014384141020179172
440,1.7994579817371047e-09
441,0.00037166489296507646
442,0.0008266667932263732
443,2.964970132205132e-05
444,0.00024173254561814136
445,0.00488820296181641
446,0.0006418224845573764
447,3.2470265438979585e-06
448,0.020609645217784415
449,0.005512142733124687
450,5.152712115176556e-05
451,0.00023616488496827257
452,0.0006882462093359491
453,8.125396498555636e-05
454,3.706162546204469e-08
455,0.00013892045416969554
456,3.6644242881745883e-06
457,0.00047641223028015416
458,3.804982020190185e-05
459,0.0004990411040555941
460,0.07253929154588463
461,0.0003546240392336213
462,1.4112234628489164e-06
463,2.14408417006722e-07
464,0.000273887782183234
465,0.001461718391835295
466,1.9460289985530306e-05
467,9.98236157326226e-05
468,1.271418985078814e-05
469,0.0037773232493142662
470,0.005155047435765238
471,0.006549706580137559
472,2.0573041221142788e-08
473,0.0003923925331035149
474,3.3951279491006196e-07
475,0.01282358986941638
476,2.2565203817171994e-08
477,0.000618473574061452
478,6.557833636344021e-05
479,0.24780574851546655
480,8.662590567088953e-06
481,0.002903296231557395
482,0.008327192718510528
483,0.0019834451104783642
484,0.0005198009226205806
485,0.0048738386845011495
486,2.6952481790861034e-05
487,0.0008789693792145851
488,4.198395416099358e-05
489,0.00022816866025980516
